time	magnitude	longitude	latitude	depth(m)	sigma_time	sigma_amp	cov_time_amp	event_index	gamma_score
2017-11-12T10:13:44.906	1.792	-94.702	15.543	0.000	1.356	0.186	0.797	546	11.000
2017-11-12T10:14:35.562	2.010	-94.973	15.756	74188.749	1.241	0.297	0.140	547	9.000
2017-11-12T11:04:46.831	2.420	-94.537	15.643	0.000	2.033	0.463	0.707	548	16.930
2017-11-12T11:21:58.851	1.789	-95.142	16.496	0.000	0.947	0.298	-0.028	549	14.996
2017-11-12T12:02:45.017	2.508	-94.720	15.279	0.000	1.987	0.427	0.791	550	40.000
2017-11-12T13:26:34.878	2.152	-95.174	16.484	0.000	0.867	0.332	-0.050	551	18.787
2017-11-12T13:42:57.581	3.046	-94.985	16.465	0.000	1.368	0.461	0.342	552	27.846
2017-11-12T15:02:32.692	1.983	-95.232	16.524	0.000	1.048	0.214	0.046	553	13.999
2017-11-12T16:49:38.806	2.024	-94.990	16.423	0.000	1.137	0.364	-0.011	554	15.808
2017-11-12T17:48:21.247	2.509	-95.487	13.932	498.931	0.787	0.475	-0.047	555	4.699
2017-11-12T17:59:36.982	2.347	-95.021	15.754	100538.569	1.515	0.424	0.076	556	7.527
2017-11-12T18:09:21.717	2.101	-94.967	16.722	0.000	0.664	0.357	-0.726	557	14.866
2017-11-12T22:01:49.704	2.539	-95.169	16.554	0.000	1.387	0.424	0.197	558	30.952
2017-11-12T22:09:28.240	2.280	-95.395	16.098	43849.023	0.986	0.427	0.051	559	17.173
2017-11-12T22:25:54.617	2.064	-95.392	16.453	0.000	0.805	0.324	-0.110	560	15.949
2017-11-12T22:29:45.346	2.882	-94.673	15.193	0.000	1.992	0.477	0.450	561	28.779
2017-11-13T02:19:16.062	3.027	-93.107	14.755	154731.898	1.795	0.480	0.036	562	29.633
2017-11-13T02:21:54.517	2.717	-95.006	15.730	73952.728	2.159	0.553	0.289	563	21.695
2017-11-13T02:43:49.176	2.834	-95.279	17.029	322.655	1.413	0.272	-0.579	564	9.774
2017-11-13T03:10:09.698	1.785	-95.151	15.942	327.299	0.302	0.170	-0.008	565	8.000
2017-11-13T04:02:44.846	1.952	-95.146	15.944	320.996	1.159	0.363	-0.544	566	12.000
2017-11-13T04:03:13.132	1.622	-95.364	16.162	2539.466	1.409	0.152	0.036	567	8.000
2017-11-13T04:06:35.764	2.021	-94.866	16.629	0.000	0.817	0.462	0.051	568	13.831
2017-11-13T04:55:16.170	1.885	-94.978	15.869	131.126	1.995	0.534	0.880	569	11.050
2017-11-13T05:28:48.178	2.197	-95.118	16.513	0.000	1.375	0.375	0.010	570	21.929
2017-11-13T05:50:48.218	1.504	-95.062	16.519	9.791	0.312	0.375	-0.048	571	8.819
2017-11-13T05:52:21.110	1.496	-95.277	16.334	0.000	1.198	0.310	0.199	572	9.000
2017-11-13T06:04:44.102	2.647	-95.428	16.199	0.000	0.505	0.282	-0.068	573	5.998
2017-11-13T06:11:06.290	1.222	-94.932	16.383	272.573	0.957	0.339	-0.004	574	7.919
2017-11-13T06:19:47.509	1.484	-95.189	15.968	768.610	0.921	0.200	0.086	575	10.871
2017-11-13T06:27:24.235	1.373	-95.098	16.512	0.000	0.687	0.327	-0.204	576	10.978
2017-11-13T06:29:49.171	1.787	-95.135	16.506	0.000	0.856	0.341	0.303	577	12.796
2017-11-13T06:42:16.319	1.632	-95.647	16.440	0.000	0.966	0.335	-0.113	578	14.899
2017-11-13T06:50:48.261	1.956	-94.728	15.393	0.000	2.125	0.385	0.163	579	15.449
2017-11-13T06:54:25.027	1.602	-95.797	16.342	0.000	1.093	0.187	-0.040	580	6.602
2017-11-13T07:12:43.676	2.117	-95.801	15.704	62836.753	1.331	0.505	0.189	581	11.000
2017-11-13T07:23:10.204	1.334	-94.943	16.387	117.959	0.442	0.415	0.301	582	10.994
2017-11-13T07:32:59.569	2.312	-95.153	16.539	0.000	1.160	0.313	-0.020	583	21.007
2017-11-13T07:39:59.175	1.219	-95.353	16.214	14195.772	0.656	0.299	0.107	584	11.983
2017-11-13T08:04:34.459	2.520	-94.599	15.307	0.000	1.324	0.341	0.093	585	17.890
2017-11-13T08:43:09.397	1.639	-95.268	15.975	25.631	0.395	0.308	0.349	586	11.792
2017-11-13T09:00:45.495	2.753	-93.847	14.840	0.000	1.864	0.439	-0.064	587	18.840
2017-11-13T09:12:31.824	1.107	-95.139	16.473	18.916	0.096	0.341	-0.006	588	8.859
2017-11-13T09:17:26.160	1.429	-94.857	16.639	0.000	0.559	0.324	-0.022	589	10.000
2017-11-13T09:51:07.473	1.900	-94.212	15.163	0.000	1.354	0.319	0.210	590	14.867
2017-11-13T09:52:18.160	1.919	-95.315	16.282	21.015	0.566	0.360	-0.021	591	15.988
2017-11-13T10:14:41.760	2.207	-94.836	15.653	0.000	1.453	0.263	-0.075	592	14.044
2017-11-13T10:27:20.185	1.346	-95.110	16.350	6.246	0.835	0.335	0.299	593	12.055
2017-11-13T10:36:40.114	1.730	-95.166	16.489	0.000	0.342	0.352	-0.057	594	11.984
2017-11-13T12:00:48.859	3.717	-94.828	17.503	102.096	2.299	0.611	0.017	595	20.265
2017-11-13T12:09:08.913	2.240	-94.827	15.489	0.000	2.261	0.340	0.182	596	10.704
2017-11-13T12:26:06.232	3.206	-95.602	18.174	0.877	1.887	0.416	0.581	597	8.000
2017-11-13T13:27:50.996	2.859	-95.544	16.278	24643.065	1.897	0.370	-0.001	598	9.672
2017-11-13T14:05:09.992	2.682	-94.755	15.269	0.000	2.150	0.462	0.203	599	17.986
2017-11-13T18:49:44.117	2.667	-95.208	16.518	0.000	1.558	0.445	0.083	600	27.982
2017-11-13T18:53:19.085	2.520	-95.179	16.524	0.000	1.231	0.518	0.628	601	29.017
2017-11-13T19:22:52.139	2.535	-94.604	15.306	0.000	1.909	0.459	0.301	602	16.652
2017-11-13T19:47:59.464	2.365	-95.300	16.505	0.000	0.857	0.436	-0.037	603	17.843
2017-11-13T20:20:02.176	1.843	-95.182	16.097	25581.128	0.958	0.480	0.117	604	11.000
2017-11-13T20:52:31.665	2.335	-95.412	17.312	114958.132	2.132	0.344	0.793	605	19.007
2017-11-13T21:03:19.584	1.886	-94.298	15.633	0.000	1.587	0.209	0.863	606	13.696
2017-11-13T22:57:09.128	2.349	-94.507	15.144	0.000	1.802	0.504	0.145	607	10.999
2017-11-14T01:31:48.115	2.225	-94.341	15.186	0.000	1.463	0.337	0.128	608	11.953
2017-11-14T01:37:03.556	2.316	-94.773	15.463	198.432	1.734	0.340	0.175	609	12.699
2017-11-14T02:23:45.166	2.281	-95.063	16.346	0.000	1.164	0.376	0.056	610	16.940
2017-11-14T02:36:48.598	1.633	-94.970	16.392	0.000	0.854	0.272	-0.074	611	8.905
2017-11-14T03:30:43.436	2.162	-95.583	16.577	29123.369	1.215	0.363	0.642	612	30.000
2017-11-14T03:59:45.114	1.921	-94.623	15.653	0.000	1.888	0.328	0.277	613	14.788
2017-11-14T04:03:37.712	1.795	-94.905	15.639	0.000	1.397	0.378	-0.357	614	13.958
2017-11-14T04:06:55.073	2.165	-94.857	15.572	86.668	2.248	0.342	-0.110	615	19.000
2017-11-14T04:38:14.104	1.928	-95.199	16.286	36.622	1.581	0.338	-0.226	616	18.973
2017-11-14T04:41:59.493	2.571	-94.385	14.849	0.000	1.869	0.434	-0.043	617	12.865
2017-11-14T04:45:33.392	2.238	-94.047	15.481	0.000	1.528	0.375	0.199	618	12.000
2017-11-14T05:16:58.287	1.503	-95.206	16.298	3.518	0.424	0.351	-0.066	619	10.920
2017-11-14T05:37:50.506	2.314	-94.701	15.555	0.000	1.688	0.361	0.580	620	21.988
2017-11-14T07:07:07.877	3.046	-93.363	14.398	0.000	1.927	0.620	0.146	621	22.908
2017-11-14T07:22:31.007	1.635	-94.981	15.658	0.000	1.630	0.440	0.192	622	12.000
2017-11-14T07:39:48.343	1.222	-95.255	15.964	81.213	0.364	0.112	0.004	623	8.000
2017-11-14T08:01:40.489	2.502	-94.875	15.603	0.000	1.631	0.423	0.264	624	21.222
2017-11-14T08:23:40.392	1.399	-95.261	15.841	0.000	0.867	0.342	-0.145	625	9.799
2017-11-14T08:26:46.103	2.033	-95.063	16.791	92906.872	0.575	0.276	-0.037	626	7.198
2017-11-14T08:49:30.113	1.429	-95.188	16.056	18713.344	0.322	0.256	0.001	627	9.000
2017-11-14T08:52:18.273	2.429	-94.348	17.117	36463.653	1.577	0.395	0.011	628	22.514
2017-11-14T09:00:20.401	1.580	-95.217	16.384	0.000	0.624	0.342	-0.097	629	10.000
2017-11-14T09:29:04.457	1.700	-95.104	16.524	0.000	0.747	0.407	-0.067	630	9.708
2017-11-14T09:50:42.990	1.868	-95.124	16.489	0.000	1.063	0.361	0.018	631	16.947
2017-11-14T10:27:48.731	1.621	-94.608	15.971	67000.007	0.388	0.420	0.087	632	7.095
2017-11-14T13:55:29.308	2.031	-95.248	15.970	0.000	0.932	0.286	0.168	633	13.000
2017-11-14T15:11:50.476	3.120	-94.837	15.503	0.000	2.069	0.463	0.494	634	20.507
2017-11-14T16:32:29.944	2.656	-95.300	16.665	105183.437	1.853	0.486	0.378	635	24.943
2017-11-14T17:04:54.978	2.132	-95.205	16.522	0.000	0.823	0.313	0.024	636	14.547
2017-11-14T18:34:46.917	2.050	-95.670	16.318	147.507	1.352	0.440	-0.137	637	6.036
2017-11-14T19:34:50.516	2.258	-95.278	16.036	27472.847	0.980	0.447	0.052	638	14.000
2017-11-14T21:06:55.517	2.257	-95.415	16.160	0.000	1.257	0.395	0.463	639	22.000
2017-11-14T21:14:55.687	2.393	-95.013	16.591	100.163	1.436	0.513	-0.030	640	14.885
2017-11-15T00:50:38.810	2.524	-94.795	15.581	0.000	1.685	0.381	-0.296	641	23.950
2017-11-15T01:13:36.028	2.935	-94.834	15.357	0.000	2.140	0.572	0.615	642	22.798
2017-11-15T01:26:33.952	1.937	-95.164	16.034	22508.780	1.160	0.390	0.809	643	17.001
2017-11-15T01:53:23.945	1.292	-96.838	16.862	52646.059	1.395	0.336	-0.800	644	9.989
2017-11-15T02:22:20.247	2.366	-94.802	15.524	0.000	1.051	0.312	0.046	645	10.868
2017-11-15T02:22:31.995	1.861	-95.823	16.493	207.539	0.449	0.406	-0.071	646	6.114
2017-11-15T02:54:59.746	2.037	-95.092	16.540	0.000	1.030	0.379	-0.093	647	19.017
2017-11-15T03:35:31.359	1.963	-94.941	15.702	357.759	1.793	0.343	0.139	648	13.688
2017-11-15T03:38:05.206	1.678	-95.287	16.220	0.000	0.584	0.329	-0.041	649	11.989
2017-11-15T03:41:36.227	1.906	-95.622	16.461	3.653	1.216	0.390	-0.077	650	16.995
2017-11-15T03:42:31.332	1.821	-95.086	16.532	0.000	0.647	0.341	-0.042	651	12.000
2017-11-15T04:20:24.302	2.287	-94.737	15.437	0.000	2.020	0.428	0.772	652	17.000
2017-11-15T04:35:26.070	2.063	-95.193	16.275	11400.134	0.673	0.404	-0.024	653	10.792
2017-11-15T04:42:34.303	2.314	-94.684	15.403	0.000	1.928	0.439	0.359	654	22.905
2017-11-15T05:03:41.614	2.500	-93.370	14.561	0.000	1.225	0.337	0.085	655	7.885
2017-11-15T05:04:33.289	1.934	-94.993	16.087	33658.475	0.832	0.360	-0.087	656	8.858
2017-11-15T05:15:59.049	1.585	-95.148	16.513	0.000	0.621	0.340	-0.039	657	10.992
2017-11-15T05:22:00.333	1.598	-95.323	15.992	21659.091	0.978	0.307	0.003	658	13.000
2017-11-15T05:29:56.450	2.231	-94.704	15.524	0.000	1.151	0.424	-0.833	659	23.891
2017-11-15T05:32:54.482	1.249	-95.600	16.315	0.000	1.481	0.312	-0.147	660	9.246
2017-11-15T05:41:55.290	2.229	-93.446	14.383	0.000	1.554	0.412	0.046	661	10.996
2017-11-15T05:56:15.790	1.777	-94.606	16.581	0.000	0.697	0.366	-0.691	662	14.986
2017-11-15T05:58:20.529	2.112	-94.702	15.667	0.000	1.076	0.287	0.078	663	10.851
2017-11-15T06:07:07.248	2.752	-95.078	16.367	0.728	1.562	0.491	0.219	664	29.000
2017-11-15T06:08:02.300	2.757	-95.071	16.372	0.000	1.521	0.446	0.026	665	20.949
2017-11-15T06:19:48.322	2.759	-95.201	16.605	0.000	1.425	0.506	0.186	666	30.995
2017-11-15T06:30:51.071	2.320	-94.698	15.410	0.000	2.057	0.341	0.343	667	27.582
2017-11-15T06:35:59.193	1.409	-95.131	16.539	96.610	1.936	0.608	0.149	668	13.897
2017-11-15T06:43:52.636	1.297	-95.040	16.313	22.324	0.405	0.345	-0.001	669	10.000
2017-11-15T06:45:40.939	1.738	-95.000	16.411	0.000	0.874	0.344	-0.700	670	14.995
2017-11-15T06:46:50.753	1.759	-94.274	15.196	135.339	0.961	0.280	0.179	671	12.962
2017-11-15T06:54:32.586	1.615	-96.098	16.640	67079.204	0.767	0.256	0.083	672	7.153
2017-11-15T06:56:26.391	2.398	-93.883	15.949	75798.511	1.667	0.454	-0.503	673	15.776
2017-11-15T06:56:30.141	1.625	-96.329	16.505	39244.716	0.678	0.278	-0.093	674	8.245
2017-11-15T06:59:36.693	1.684	-95.377	17.120	0.000	1.287	0.356	0.543	675	11.970
2017-11-15T07:11:05.340	2.165	-94.977	17.355	31797.662	1.472	0.395	-0.013	676	18.017
2017-11-15T07:29:36.438	1.363	-97.537	16.258	25634.983	0.908	0.273	-0.035	677	11.999
2017-11-15T07:51:50.956	2.040	-95.083	16.064	30949.627	0.865	0.424	0.035	678	13.919
2017-11-15T07:53:17.266	1.877	-93.057	14.872	45.585	0.721	0.374	-0.001	679	7.994
2017-11-15T08:31:45.825	2.112	-94.725	15.433	42480.432	2.062	0.326	0.128	680	16.976
2017-11-15T08:33:38.728	1.474	-94.972	16.362	18.847	0.469	0.370	-0.162	681	10.675
2017-11-15T08:47:51.321	1.700	-94.797	15.586	0.000	1.612	0.156	0.094	682	10.928
2017-11-15T08:51:44.232	1.857	-94.919	16.729	0.000	0.711	0.364	-0.055	683	13.978
2017-11-15T09:16:28.183	1.464	-95.502	16.694	0.000	1.451	0.191	0.112	684	6.961
2017-11-15T09:23:07.429	2.321	-95.193	15.933	159.909	1.250	0.388	0.139	685	13.722
2017-11-15T09:34:50.156	1.433	-95.186	16.524	0.000	1.110	0.309	-0.503	686	11.288
2017-11-15T09:46:34.612	1.628	-95.616	16.802	178.003	1.441	0.417	0.520	687	14.394
2017-11-15T09:55:51.860	1.902	-95.114	16.530	0.000	0.837	0.394	-0.093	688	14.701
2017-11-15T09:58:12.010	1.693	-95.258	16.508	0.000	0.421	0.349	-0.029	689	9.906
2017-11-15T14:22:51.684	2.616	-94.672	15.450	0.000	1.246	0.374	0.287	690	13.358
2017-11-15T14:29:46.816	2.111	-94.748	15.321	857.034	1.912	0.275	0.156	691	8.508
2017-11-15T15:45:53.928	2.354	-95.206	16.548	0.000	0.962	0.511	-0.064	692	19.736
2017-11-15T16:49:02.205	2.501	-94.720	15.259	0.000	2.104	0.462	0.296	693	17.746
2017-11-15T18:15:38.884	2.816	-94.535	15.012	0.000	2.427	0.449	0.487	694	31.070
2017-11-15T19:04:16.059	2.076	-94.628	15.425	0.000	1.918	0.495	-0.718	695	11.999
2017-11-15T20:30:12.466	2.236	-94.791	15.472	0.000	2.578	0.397	0.263	696	18.776
2017-11-15T21:22:02.660	2.082	-95.223	16.538	0.000	1.302	0.322	0.383	697	18.939
2017-11-15T21:40:06.672	2.180	-95.269	16.276	0.000	0.798	0.444	-0.244	698	20.000
2017-11-15T22:02:16.045	2.504	-95.259	16.819	0.000	1.691	0.326	-0.214	699	12.227
2017-11-15T23:03:09.825	1.593	-95.744	16.436	28592.990	1.538	0.526	-0.162	700	6.000
2017-11-16T01:24:24.258	2.798	-94.456	15.161	0.000	1.693	0.355	-0.019	701	22.015
2017-11-16T01:24:26.219	2.129	-94.964	15.253	7670.342	1.541	0.296	-0.046	702	7.731
2017-11-16T02:14:27.451	1.947	-95.244	16.518	0.000	1.146	0.378	0.759	703	20.998
2017-11-16T02:16:03.910	2.370	-94.991	16.422	0.000	1.290	0.468	0.080	704	21.978
2017-11-16T02:18:14.961	1.964	-95.059	15.978	0.000	2.047	0.456	0.443	705	14.490
2017-11-16T03:21:02.920	2.116	-94.583	15.458	57166.285	1.701	0.375	0.969	706	15.806
2017-11-16T04:02:13.748	2.060	-95.192	16.564	0.000	1.015	0.403	-0.270	707	11.999
2017-11-16T04:52:26.568	2.194	-95.735	16.489	65221.156	2.074	0.580	-0.236	708	19.956
2017-11-16T05:09:52.074	1.621	-95.255	15.980	21180.212	0.477	0.294	0.110	709	11.768
2017-11-16T05:28:58.602	1.552	-94.972	16.412	17.719	0.462	0.377	-0.028	710	9.895
2017-11-16T05:30:59.571	2.002	-95.258	15.983	30618.757	0.835	0.386	0.086	711	14.997
2017-11-16T05:57:34.693	2.568	-93.501	14.781	0.000	2.040	0.471	0.244	712	20.049
2017-11-16T06:31:05.527	2.480	-94.850	15.351	0.000	1.953	0.484	0.177	713	34.261
2017-11-16T06:40:41.271	1.748	-95.606	16.984	182.378	1.772	0.536	0.525	714	8.972
2017-11-16T07:11:39.704	1.346	-94.959	16.714	0.000	0.213	0.388	-0.974	715	8.819
2017-11-16T07:38:42.889	1.050	-95.262	15.975	93.524	0.491	0.135	0.002	716	6.971
2017-11-16T07:46:34.051	2.186	-95.837	16.807	3080.127	0.727	0.517	-0.154	717	24.918
2017-11-16T08:17:24.422	2.295	-95.212	16.008	0.000	1.798	0.497	0.010	718	22.746
2017-11-16T12:14:55.485	1.555	-95.313	16.179	0.000	0.841	0.310	-0.026	719	10.998
2017-11-16T12:49:03.781	2.367	-94.950	16.705	0.000	1.389	0.420	0.005	720	23.813
2017-11-16T14:29:30.481	2.548	-94.527	15.023	0.000	1.538	0.374	-0.100	721	14.744
2017-11-16T14:37:00.957	2.064	-94.724	15.424	0.000	1.886	0.346	-0.456	722	14.571
2017-11-16T15:11:12.946	2.443	-94.983	16.432	0.000	1.355	0.413	-0.193	723	17.948
2017-11-16T16:27:54.541	2.526	-94.460	15.130	0.000	1.755	0.513	0.805	724	12.957
2017-11-16T16:35:41.268	2.464	-96.292	16.625	1130.287	1.577	0.684	0.820	725	9.900
2017-11-16T23:15:45.355	3.148	-95.176	16.553	0.000	1.287	0.440	0.041	726	30.449
2017-11-16T23:25:13.493	1.871	-95.034	15.653	0.000	1.927	0.289	0.713	727	10.819
2017-11-16T23:41:19.976	2.534	-95.297	16.714	0.000	2.309	0.521	-0.171	728	14.256
2017-11-17T00:23:19.019	2.486	-95.177	16.556	0.000	1.564	0.410	-0.039	729	27.403
2017-11-17T00:44:57.605	1.498	-95.277	16.182	1.614	0.192	0.347	0.015	730	7.748
2017-11-17T00:57:32.387	2.616	-94.766	15.431	0.000	2.292	0.480	0.556	731	21.539
2017-11-17T01:32:14.957	2.023	-95.819	16.447	7509.267	1.421	0.459	0.033	732	10.605
2017-11-17T02:01:03.431	2.300	-94.926	15.918	0.000	1.774	0.433	0.341	733	18.738
2017-11-17T02:10:37.101	2.471	-94.649	15.238	0.000	2.259	0.591	0.108	734	14.328
2017-11-17T02:16:45.834	1.549	-95.143	16.511	0.000	0.760	0.424	-0.063	735	10.386
2017-11-17T02:48:00.312	1.609	-95.320	15.891	28839.135	0.754	0.451	-0.241	736	11.505
2017-11-17T02:52:45.678	2.517	-93.799	15.537	0.000	1.771	0.382	0.805	737	14.222
2017-11-17T03:06:13.828	1.519	-94.629	16.579	78.763	1.363	0.371	-0.007	738	9.225
2017-11-17T03:14:18.387	1.955	-95.205	16.546	0.000	1.254	0.337	0.590	739	26.504
2017-11-17T03:15:46.900	1.578	-95.152	16.516	0.000	1.359	0.453	-0.251	740	11.758
2017-11-17T03:36:05.423	2.636	-93.443	14.854	0.000	1.820	0.541	-0.077	741	11.008
2017-11-17T03:55:52.125	1.822	-94.674	15.506	370.654	1.713	0.304	0.097	742	9.658
2017-11-17T03:56:50.925	2.264	-95.282	16.491	0.000	1.161	0.460	0.022	743	19.667
2017-11-17T04:34:20.200	1.534	-94.972	15.673	0.000	1.383	0.243	0.024	744	7.633
2017-11-17T04:53:39.232	1.430	-95.226	16.114	0.000	0.555	0.280	-0.824	745	10.359
2017-11-17T05:24:35.359	2.168	-95.156	16.569	0.000	1.168	0.388	-0.027	746	24.864
2017-11-17T05:37:52.169	2.180	-95.139	16.549	0.000	1.003	0.399	-0.061	747	15.824
2017-11-17T05:41:15.228	1.444	-95.225	16.279	0.000	0.655	0.356	-0.076	748	9.903
2017-11-17T05:49:25.097	1.949	-95.167	16.543	0.000	1.538	0.422	0.006	749	21.256
2017-11-17T05:52:05.594	1.310	-94.964	15.969	0.000	1.049	0.454	-0.146	750	7.559
2017-11-17T05:55:09.915	2.841	-94.669	15.327	0.000	2.213	0.533	0.585	751	28.557
2017-11-17T06:25:12.946	1.543	-95.225	16.487	0.000	0.791	0.248	-0.029	752	11.898
2017-11-17T06:26:40.504	2.511	-94.663	15.430	0.000	1.302	0.392	0.148	753	13.927
2017-11-17T06:30:00.302	1.490	-96.854	16.031	35531.365	0.738	0.274	0.017	754	10.910
2017-11-17T06:41:22.251	2.189	-94.591	15.436	0.000	1.670	0.372	0.263	755	21.760
2017-11-17T06:51:59.108	1.500	-94.431	15.392	358.115	1.534	0.239	0.165	756	7.598
2017-11-17T07:13:00.096	1.820	-94.734	15.230	383.446	1.388	0.519	-0.112	757	6.707
2017-11-17T07:44:21.174	2.469	-94.793	15.800	0.000	1.438	0.388	0.813	758	19.875
2017-11-17T07:50:15.020	1.579	-95.097	15.519	0.986	1.377	0.435	-0.274	759	5.834
2017-11-17T07:58:05.567	1.548	-95.417	16.519	0.000	1.562	0.588	-0.489	760	14.061
2017-11-17T08:06:22.151	1.766	-95.173	16.502	0.000	0.884	0.349	-0.052	761	15.599
2017-11-17T08:16:59.500	2.184	-94.817	15.408	0.000	2.077	0.408	0.027	762	30.937
2017-11-17T08:21:04.113	1.367	-95.224	16.463	109.497	0.373	0.342	-0.000	763	8.819
2017-11-17T08:29:23.087	1.653	-94.665	16.616	0.000	0.517	0.355	-0.059	764	9.943
2017-11-17T08:34:42.511	1.425	-95.125	16.487	0.000	0.144	0.352	-0.015	765	8.953
2017-11-17T08:45:40.563	1.834	-94.447	15.163	0.000	1.924	0.510	-0.656	766	9.766
2017-11-17T08:54:08.069	1.960	-95.153	16.064	27051.547	1.252	0.281	-0.012	767	13.659
2017-11-17T09:16:23.059	1.662	-95.116	16.516	0.000	1.396	0.421	-0.246	768	14.742
2017-11-17T09:29:14.950	1.677	-95.279	16.326	0.000	0.957	0.250	-0.008	769	14.934
2017-11-17T09:35:40.451	1.650	-95.386	16.701	0.000	1.550	0.150	-0.198	770	10.862
2017-11-17T09:40:24.001	2.237	-94.787	15.492	0.000	1.575	0.433	0.331	771	20.188
2017-11-17T09:49:55.483	1.983	-95.302	15.579	100095.095	1.875	0.338	-0.062	772	21.364
2017-11-17T10:06:16.573	1.893	-97.166	17.681	69113.575	1.825	0.281	0.057	773	17.841
2017-11-17T10:27:44.847	2.154	-94.673	15.327	0.000	2.094	0.338	0.148	774	24.098
2017-11-17T10:39:39.532	2.448	-95.013	16.775	0.000	1.972	0.462	-0.850	775	22.668
2017-11-17T10:44:19.441	2.412	-94.648	15.413	0.000	2.207	0.389	0.624	776	26.637
2017-11-17T10:58:38.942	1.959	-94.246	15.122	0.000	1.759	0.384	-0.388	777	25.603
2017-11-17T11:11:08.827	1.792	-94.887	15.873	41381.169	0.884	0.457	0.079	778	7.957
2017-11-17T11:32:59.041	2.040	-95.409	17.574	115625.419	1.295	0.346	0.459	779	16.873
2017-11-17T11:37:50.525	2.150	-95.163	16.543	0.000	1.229	0.453	0.005	780	28.702
2017-11-17T13:14:06.952	2.015	-94.924	16.689	19.216	0.823	0.377	0.117	781	14.000
2017-11-17T13:33:38.823	2.977	-94.698	15.190	0.000	2.180	0.458	-0.693	782	30.855
2017-11-17T14:00:36.804	2.068	-95.243	16.090	19743.703	1.038	0.437	0.192	783	13.435
2017-11-17T16:45:57.776	2.377	-94.610	16.591	0.000	0.896	0.441	-0.123	784	15.996
2017-11-17T18:45:24.810	3.406	-94.317	15.096	37442.840	2.002	0.451	0.455	785	23.451
2017-11-17T20:30:54.141	1.448	-95.653	16.527	0.000	0.716	0.215	-0.034	786	8.898
2017-11-17T23:12:35.756	2.238	-95.258	16.033	29539.987	0.797	0.451	-0.030	787	18.013
2017-11-18T00:02:09.365	2.563	-94.640	15.142	0.000	2.092	0.410	-0.059	788	23.328
2017-11-18T00:10:20.133	1.964	-95.241	16.560	0.000	1.137	0.290	0.164	789	18.994
2017-11-18T03:08:24.542	1.725	-93.211	16.589	807.081	1.571	0.488	0.326	790	6.848
2017-11-18T03:38:58.672	2.026	-94.562	15.231	3568.726	1.640	0.346	0.324	791	11.638
2017-11-18T04:14:49.798	1.638	-94.921	16.665	0.000	0.551	0.407	-0.007	792	10.000
2017-11-18T04:29:02.918	1.470	-95.007	16.474	95.753	0.952	0.329	-0.033	793	8.763
2017-11-18T05:38:32.995	2.003	-95.180	16.545	0.000	1.364	0.417	-0.866	794	25.997
2017-11-18T05:55:45.556	1.111	-95.265	16.278	0.383	0.875	0.283	0.329	795	8.989
2017-11-18T06:00:22.867	2.209	-94.845	17.086	150920.139	1.625	0.380	0.898	796	23.682
2017-11-18T06:16:24.901	1.203	-95.256	15.946	10.790	0.243	0.178	-0.001	797	8.000
2017-11-18T06:18:50.532	1.816	-94.690	15.420	0.000	1.131	0.445	-0.520	798	7.950
2017-11-18T06:29:11.759	1.358	-95.582	16.448	0.000	0.834	0.415	-0.073	799	7.275
2017-11-18T06:51:04.644	1.244	-95.121	16.285	0.000	0.612	0.364	-0.082	800	10.576
2017-11-18T07:03:38.627	1.350	-95.505	16.299	12.622	1.174	0.344	-0.150	801	9.581
2017-11-18T07:08:47.487	1.192	-95.187	16.485	27.393	0.330	0.356	0.791	802	10.998
2017-11-18T07:28:16.202	2.946	-95.416	16.130	68594.490	1.433	0.541	-0.038	803	15.153
2017-11-18T07:36:52.795	1.789	-95.266	16.512	0.000	1.822	0.331	-0.415	804	15.988
2017-11-18T07:46:49.572	2.059	-93.881	15.382	0.000	1.639	0.312	0.415	805	15.893
2017-11-18T09:05:23.666	2.290	-94.856	15.717	0.000	1.539	0.391	0.182	806	14.560
2017-11-18T09:17:34.865	1.066	-95.239	16.496	0.283	0.128	0.220	0.003	807	6.361
2017-11-18T09:24:14.359	1.817	-94.555	15.854	51643.037	1.112	0.444	0.144	808	11.234
2017-11-18T09:35:18.677	1.479	-95.261	16.190	0.000	0.953	0.302	-0.025	809	14.000
2017-11-18T10:11:40.230	2.343	-94.722	15.375	0.000	1.930	0.407	0.106	810	24.605
2017-11-18T10:12:49.467	2.137	-94.732	15.422	0.000	2.039	0.363	0.164	811	17.807
2017-11-18T10:20:16.327	1.658	-94.764	15.496	0.000	1.918	0.256	-0.105	812	8.756
2017-11-18T10:26:56.695	1.209	-95.227	16.359	0.712	0.319	0.265	-0.023	813	9.000
2017-11-18T10:39:52.039	2.593	-95.265	16.753	0.000	1.898	0.334	0.180	814	12.207
2017-11-18T10:40:42.531	2.477	-93.781	14.423	0.000	1.736	0.385	0.588	815	24.501
2017-11-18T11:26:36.876	2.150	-95.738	17.052	53097.824	0.875	0.496	0.042	816	16.206
2017-11-18T11:41:01.299	1.973	-94.915	15.610	0.000	1.960	0.344	0.169	817	12.570
2017-11-18T12:08:01.883	2.028	-95.235	16.026	77973.621	1.846	0.450	0.914	818	17.873
2017-11-18T12:24:33.440	1.312	-95.553	16.325	0.000	0.391	0.347	-0.138	819	7.787
2017-11-18T12:59:42.451	1.715	-95.085	15.619	0.000	2.112	0.250	0.270	820	11.002
