time	magnitude	longitude	latitude	depth(m)	sigma_time	sigma_amp	cov_time_amp	event_index	gamma_score
2017-11-05T05:56:50.496	1.852	-95.265	16.494	0.000	1.488	0.432	-0.188	271	15.931
2017-11-05T05:59:13.401	1.547	-95.252	16.014	70985.602	0.520	0.539	0.038	272	7.005
2017-11-05T07:09:31.607	0.663	-94.831	16.668	161.462	0.921	0.566	0.114	273	5.971
2017-11-05T08:00:02.645	1.794	-95.639	16.519	0.000	1.100	0.320	0.005	274	17.899
2017-11-05T08:25:10.105	1.752	-95.254	16.498	0.000	1.212	0.311	0.041	275	16.969
2017-11-05T08:31:54.937	2.277	-94.597	15.487	0.000	1.385	0.481	-0.280	276	21.338
2017-11-05T08:50:36.022	1.279	-94.620	15.941	0.000	1.811	0.473	0.015	277	7.986
2017-11-05T09:02:55.370	1.259	-95.188	16.511	0.000	0.728	0.387	-0.655	278	12.139
2017-11-05T09:09:20.371	1.833	-94.897	15.453	0.000	1.428	0.325	0.904	279	21.184
2017-11-05T09:11:09.729	1.889	-94.286	15.314	0.000	1.528	0.408	0.176	280	12.707
2017-11-05T09:23:25.027	1.293	-97.103	15.648	86567.770	1.658	0.165	-0.120	281	9.944
2017-11-05T09:24:33.154	2.467	-94.365	15.058	0.000	1.372	0.454	0.306	282	18.805
2017-11-05T10:14:36.148	2.278	-95.611	16.422	57218.145	1.704	0.495	0.154	283	23.902
2017-11-05T10:21:06.669	2.766	-94.352	15.033	0.000	1.976	0.453	0.202	284	23.852
2017-11-05T10:31:39.172	1.209	-95.136	16.462	0.000	0.626	0.340	0.528	285	10.777
2017-11-05T10:40:57.031	1.540	-95.036	16.681	187.759	0.929	0.468	0.244	286	11.000
2017-11-05T12:19:59.371	1.851	-95.239	16.580	0.000	1.242	0.279	0.769	287	15.993
2017-11-05T12:29:08.783	2.294	-94.504	15.150	0.000	2.193	0.481	0.315	288	15.998
2017-11-05T12:33:12.909	2.532	-94.504	15.050	0.000	2.035	0.425	-0.627	289	16.993
2017-11-05T13:02:15.317	1.885	-96.101	16.421	107777.024	1.389	0.438	0.231	290	12.121
2017-11-05T13:30:35.030	2.073	-94.854	15.314	799.058	1.806	0.392	-0.485	291	15.987
2017-11-05T14:22:31.687	2.635	-94.902	15.426	0.000	2.168	0.529	0.551	292	29.953
2017-11-05T14:33:28.106	2.014	-94.782	15.583	0.000	1.169	0.392	-0.146	293	17.000
2017-11-05T14:46:28.654	3.173	-95.215	16.514	0.000	1.466	0.518	0.344	294	27.351
2017-11-05T16:37:19.048	2.956	-94.722	15.148	0.000	2.178	0.475	0.423	295	27.866
2017-11-05T16:47:10.855	1.997	-95.211	16.496	0.000	1.038	0.270	-0.005	296	14.995
2017-11-05T16:47:57.694	2.662	-94.795	17.059	130609.390	1.731	0.500	0.337	297	16.169
2017-11-05T16:50:38.148	1.966	-95.157	16.507	0.000	1.071	0.348	0.110	298	11.525
2017-11-05T18:01:22.502	2.370	-95.476	16.588	0.000	1.529	0.418	0.081	299	24.239
2017-11-05T22:21:35.889	2.318	-95.257	16.227	10142.466	1.217	0.408	0.212	300	18.864
2017-11-05T22:47:53.803	2.093	-95.252	16.279	0.000	0.826	0.430	0.084	301	15.000
2017-11-05T23:04:07.617	2.445	-94.373	15.114	0.000	1.932	0.392	0.146	302	20.906
2017-11-05T23:33:35.374	2.540	-95.235	15.809	0.000	1.711	0.474	0.639	303	21.444
2017-11-05T23:38:56.484	1.949	-94.455	15.357	0.000	1.454	0.399	-0.294	304	13.991
2017-11-06T00:02:34.121	1.837	-95.276	16.259	0.000	0.817	0.417	0.560	305	17.745
2017-11-06T00:09:37.918	2.042	-95.199	16.511	0.000	0.725	0.370	-0.020	306	12.032
2017-11-06T01:39:59.733	1.989	-94.789	15.464	0.000	1.569	0.386	-0.180	307	21.000
2017-11-06T03:38:48.178	2.411	-95.190	16.510	0.000	1.589	0.428	0.394	308	32.911
2017-11-06T04:29:17.718	1.928	-95.231	16.226	9403.346	0.963	0.361	0.022	309	14.991
2017-11-06T04:32:45.119	1.628	-95.233	16.227	6675.282	1.150	0.344	0.139	310	11.992
2017-11-06T04:34:44.717	2.079	-95.130	15.443	118.163	2.436	0.423	0.097	311	13.836
2017-11-06T04:58:01.842	1.779	-95.150	16.456	0.000	1.284	0.326	-0.105	312	12.000
2017-11-06T05:00:30.769	1.655	-95.242	16.312	0.000	1.038	0.394	0.466	313	14.013
2017-11-06T05:30:01.454	1.970	-95.260	16.257	60.145	0.690	0.369	-0.034	314	17.922
2017-11-06T06:01:25.531	2.033	-94.699	15.528	0.000	1.887	0.353	0.578	315	24.722
2017-11-06T07:05:27.576	1.537	-95.169	16.448	0.000	0.611	0.249	-0.046	316	9.738
2017-11-06T07:18:38.211	2.371	-94.543	15.132	0.000	2.059	0.358	0.308	317	22.026
2017-11-06T07:32:15.795	2.344	-95.208	15.817	33829.696	1.482	0.475	0.210	318	20.962
2017-11-06T07:38:30.014	2.179	-94.711	15.294	0.000	2.004	0.318	0.439	319	19.977
2017-11-06T07:57:16.729	1.710	-94.945	15.923	45892.310	1.643	0.302	-0.411	320	14.916
2017-11-06T08:09:25.523	2.005	-94.734	15.493	31876.647	1.772	0.404	0.404	321	11.902
2017-11-06T08:14:05.248	1.531	-95.397	16.301	0.000	0.854	0.325	0.013	322	15.000
2017-11-06T08:23:16.496	1.504	-95.180	16.015	84.470	0.686	0.261	-0.009	323	8.963
2017-11-06T08:30:43.182	2.331	-94.218	15.052	0.000	1.442	0.362	0.261	324	18.949
2017-11-06T08:36:38.573	2.218	-94.832	15.577	0.000	1.900	0.417	0.577	325	17.901
2017-11-06T08:38:06.421	2.484	-94.739	15.468	0.000	1.648	0.426	0.153	326	27.003
2017-11-06T08:48:44.494	2.183	-94.480	15.338	0.000	1.227	0.347	0.232	327	16.906
2017-11-06T08:52:22.370	2.321	-94.808	16.721	112336.917	2.209	0.424	0.600	328	24.683
2017-11-06T09:15:05.079	1.404	-95.196	16.484	244.783	1.027	0.361	0.780	329	16.000
2017-11-06T09:17:35.984	1.821	-95.143	16.531	0.000	1.436	0.320	-0.101	330	18.408
2017-11-06T09:20:19.724	1.420	-95.252	16.273	33.459	1.320	0.362	0.129	331	10.000
2017-11-06T09:49:39.547	1.587	-95.211	16.479	0.000	1.355	0.346	0.033	332	15.819
2017-11-06T10:22:19.951	2.004	-95.177	16.113	18364.988	1.019	0.337	-0.018	333	11.269
2017-11-06T10:34:39.081	2.805	-95.488	16.574	0.000	1.839	0.453	0.053	334	25.996
2017-11-06T10:37:40.420	2.006	-95.508	16.643	0.000	1.154	0.377	0.575	335	23.415
2017-11-06T11:05:21.202	2.102	-93.801	16.700	105605.916	1.450	0.449	-0.972	336	20.983
2017-11-06T13:44:14.620	2.002	-95.251	16.262	24.599	1.112	0.421	-0.489	337	18.000
2017-11-06T14:09:13.402	2.656	-95.519	16.651	18157.264	1.031	0.471	0.579	338	27.163
2017-11-06T17:21:13.315	2.874	-95.148	16.464	34942.677	1.343	0.427	0.283	339	29.837
2017-11-06T17:46:19.280	2.138	-94.823	15.807	0.000	1.433	0.400	0.751	340	15.000
2017-11-06T17:59:41.229	1.804	-93.837	17.179	3.056	0.753	0.483	-0.247	341	8.759
2017-11-06T18:30:27.203	1.950	-97.993	16.323	25293.233	0.630	0.277	0.016	342	9.955
2017-11-06T18:55:46.016	2.461	-95.147	16.510	72.227	1.620	0.358	0.155	343	25.000
2017-11-06T19:19:28.221	1.651	-95.406	16.202	764.592	1.208	0.256	-0.218	344	7.582
2017-11-06T19:40:46.986	3.262	-93.921	15.095	0.000	1.875	0.376	0.481	345	17.769
2017-11-06T21:19:58.019	2.558	-94.814	15.658	49026.976	1.567	0.389	-0.026	346	13.806
2017-11-06T23:13:40.457	1.898	-94.563	15.655	19.729	0.963	0.377	-0.056	347	8.966
2017-11-07T01:02:27.826	1.696	-95.274	16.267	0.000	1.320	0.374	0.289	348	12.000
2017-11-07T01:22:06.798	1.895	-95.333	16.538	503.136	1.225	0.392	0.085	349	14.994
2017-11-07T01:24:18.323	1.775	-95.166	16.515	0.277	0.937	0.261	0.006	350	13.000
2017-11-07T02:37:10.223	2.310	-94.650	15.219	0.000	2.363	0.497	-0.180	351	14.876
2017-11-07T02:53:18.871	2.441	-95.186	16.801	0.000	2.392	0.461	0.881	352	31.068
2017-11-07T03:01:17.918	1.591	-95.186	16.509	0.000	0.915	0.303	-0.006	353	13.998
2017-11-07T04:36:51.821	1.552	-95.195	16.317	0.000	1.217	0.274	-0.596	354	20.000
2017-11-07T04:47:09.464	2.382	-94.875	15.686	96042.891	2.003	0.484	0.377	355	28.000
2017-11-07T04:56:00.397	2.270	-95.342	15.779	95494.012	2.277	0.505	-0.194	356	19.226
2017-11-07T05:08:33.251	2.496	-94.812	17.269	167606.628	2.030	0.449	-0.018	357	25.807
2017-11-07T05:16:09.939	2.371	-94.907	16.679	0.000	1.551	0.478	0.345	358	22.996
2017-11-07T05:17:47.972	1.494	-94.899	16.693	0.000	0.446	0.365	-0.396	359	12.998
2017-11-07T05:28:57.566	1.792	-95.231	16.470	0.000	0.714	0.391	-0.028	360	12.950
2017-11-07T08:21:14.435	2.231	-94.632	15.616	50118.664	1.707	0.396	0.458	361	18.986
2017-11-07T08:33:38.876	1.738	-95.062	16.365	164.390	1.231	0.326	-0.008	362	16.000
2017-11-07T08:40:24.430	1.680	-93.444	15.872	74910.683	1.564	0.255	-0.297	363	12.000
2017-11-07T08:43:03.049	1.642	-95.349	16.404	57550.311	1.430	0.390	-0.821	364	13.275
2017-11-07T08:53:57.223	2.004	-94.421	16.688	142679.647	1.656	0.353	0.076	365	22.851
2017-11-07T09:00:13.488	2.163	-94.457	15.085	0.000	1.573	0.318	0.092	366	18.922
2017-11-07T09:05:57.300	1.366	-95.258	16.159	9411.210	0.455	0.300	0.054	367	10.996
2017-11-07T09:15:21.210	2.212	-95.017	16.135	0.000	1.466	0.280	-0.026	368	14.000
2017-11-07T09:46:05.239	1.641	-94.342	15.435	62308.541	0.981	0.327	0.917	369	11.975
2017-11-07T10:03:08.576	2.169	-94.476	15.395	468.572	1.359	0.315	0.125	370	22.246
2017-11-07T10:07:55.509	1.318	-95.090	16.341	0.000	0.917	0.274	0.156	371	13.935
2017-11-07T10:11:15.878	1.736	-95.275	15.994	0.000	1.010	0.379	0.324	372	16.002
2017-11-07T10:12:00.108	1.334	-95.025	16.544	47.952	0.441	0.474	-0.212	373	9.998
2017-11-07T10:14:56.963	1.953	-94.893	16.684	0.000	0.727	0.407	0.025	374	15.982
2017-11-07T10:23:26.937	2.052	-93.767	15.148	0.000	1.481	0.436	0.197	375	11.000
2017-11-07T10:40:03.747	2.019	-96.230	15.927	38532.200	1.153	0.528	0.154	376	16.905
2017-11-07T10:41:40.155	1.693	-94.981	16.401	0.000	1.469	0.417	-0.115	377	10.984
2017-11-07T10:54:32.847	2.119	-94.696	15.460	108.268	1.765	0.401	-0.610	378	19.261
2017-11-07T10:58:00.820	1.320	-95.127	16.496	0.000	0.272	0.255	0.509	379	10.677
2017-11-07T10:58:12.973	2.340	-95.253	17.245	118521.474	1.946	0.507	0.145	380	24.154
2017-11-07T11:01:10.375	1.414	-94.930	16.045	0.000	1.781	0.546	0.426	381	8.000
2017-11-07T11:08:14.261	1.957	-95.242	16.544	0.000	1.140	0.384	0.023	382	16.990
2017-11-07T11:09:30.068	3.325	-95.262	16.455	51162.405	1.483	0.572	0.351	383	30.982
2017-11-07T11:23:09.809	1.971	-94.611	15.283	212.737	1.923	0.280	-0.092	384	10.975
2017-11-07T11:50:31.534	1.972	-95.300	16.516	0.000	0.664	0.426	0.013	385	11.000
2017-11-07T11:58:07.283	1.733	-95.655	16.510	50.191	0.966	0.335	-0.530	386	18.057
2017-11-07T12:43:25.224	2.577	-95.190	15.980	0.000	1.420	0.320	0.277	387	10.545
2017-11-07T13:14:16.178	2.170	-94.979	15.463	0.000	2.114	0.467	0.058	388	14.318
2017-11-07T14:41:49.506	1.316	-97.227	16.028	14522.823	0.552	0.347	-0.897	389	10.149
2017-11-07T15:33:49.565	3.138	-94.619	15.486	113681.517	2.188	0.537	0.397	390	27.510
2017-11-07T15:48:43.469	3.000	-94.893	15.720	74419.915	2.309	0.586	0.945	391	22.806
2017-11-07T15:50:11.412	2.476	-95.237	16.024	0.000	2.080	0.653	0.692	392	8.121
2017-11-07T22:09:25.255	2.134	-95.212	16.503	0.000	1.370	0.383	-0.212	393	22.000
2017-11-07T22:29:06.938	2.209	-95.312	16.022	27664.398	0.944	0.363	0.159	394	15.357
2017-11-07T22:34:10.467	2.928	-94.193	15.293	95872.879	1.906	0.535	-0.064	395	23.854
2017-11-07T22:42:10.032	2.856	-94.806	15.361	0.000	2.090	0.484	0.301	396	25.490
2017-11-07T22:51:54.492	2.165	-94.504	15.551	0.000	1.872	0.439	0.858	397	10.017
2017-11-08T00:18:49.029	2.642	-95.166	15.777	560.853	1.779	0.554	0.774	398	19.996
2017-11-08T00:33:49.389	1.922	-95.249	16.320	0.000	1.299	0.415	0.198	399	19.017
2017-11-08T00:38:40.561	1.990	-94.909	15.645	0.000	1.608	0.329	0.038	400	10.997
2017-11-08T00:45:28.170	1.746	-95.144	16.515	0.000	1.043	0.354	0.027	401	12.000
2017-11-08T04:07:36.990	2.250	-95.772	15.946	35537.278	0.897	0.635	0.652	402	16.967
2017-11-08T04:15:11.297	1.313	-95.222	16.270	6.026	0.334	0.332	-0.058	403	9.000
2017-11-08T04:17:06.267	1.826	-95.243	16.010	24108.028	0.287	0.442	-0.026	404	7.978
2017-11-08T04:19:13.155	1.484	-95.193	15.972	21575.432	0.465	0.399	0.014	405	8.000
2017-11-08T04:44:30.383	2.694	-94.611	15.588	65198.700	1.568	0.392	0.150	406	18.949
2017-11-08T05:27:45.523	2.333	-94.695	15.481	0.000	1.244	0.427	0.125	407	17.741
2017-11-08T06:35:12.761	1.654	-95.296	16.876	0.000	1.719	0.411	-0.191	408	13.000
2017-11-08T06:56:54.456	2.076	-95.582	15.136	471.535	2.130	0.424	-0.372	409	7.033
2017-11-08T07:00:04.864	2.731	-95.149	16.133	29183.806	1.424	0.451	-0.063	410	15.834
2017-11-08T07:04:38.035	1.194	-95.198	16.493	0.000	0.356	0.209	-0.217	411	10.000
2017-11-08T07:17:48.495	1.877	-95.270	16.009	32386.851	0.945	0.450	0.046	412	11.982
2017-11-08T07:43:28.321	1.982	-94.276	15.120	0.000	1.508	0.362	0.078	413	20.000
2017-11-08T07:52:23.959	1.838	-95.361	16.296	0.000	1.369	0.475	-0.424	414	20.033
2017-11-08T07:57:39.461	2.359	-94.605	15.473	0.000	1.610	0.407	0.183	415	16.595
2017-11-08T08:25:36.527	1.388	-95.207	16.475	0.000	0.602	0.299	-0.062	416	11.000
2017-11-08T08:37:23.661	1.193	-95.135	16.537	1.165	1.267	0.374	0.153	417	8.920
2017-11-08T10:01:14.955	2.249	-94.823	16.623	0.000	1.405	0.390	-0.009	418	16.725
2017-11-08T11:03:38.874	2.730	-94.845	15.257	0.000	1.847	0.362	-0.237	419	18.652
2017-11-08T11:04:24.625	2.943	-95.246	16.089	35714.466	1.684	0.496	0.002	420	25.254
2017-11-08T11:51:22.176	2.214	-94.724	15.343	0.000	1.959	0.333	0.683	421	16.815
2017-11-08T12:11:05.102	2.505	-94.772	15.290	0.000	2.284	0.471	0.464	422	25.998
2017-11-08T12:12:01.676	2.644	-95.256	16.549	60230.925	0.934	0.384	-0.015	423	8.570
2017-11-08T12:14:01.809	1.701	-95.483	16.233	45.998	1.188	0.506	-0.056	424	6.072
2017-11-08T12:33:41.485	1.616	-94.594	15.580	0.000	1.733	0.223	0.031	425	6.720
2017-11-08T12:41:22.698	2.808	-95.475	16.485	28881.184	1.588	0.526	0.774	426	25.799
2017-11-08T13:20:44.106	2.464	-94.801	15.281	1399.989	1.774	0.446	0.365	427	16.766
2017-11-08T15:28:26.018	2.989	-95.054	15.662	127667.390	1.692	0.567	-0.387	428	10.630
2017-11-08T17:36:53.288	2.514	-95.283	16.034	26685.620	1.085	0.583	0.290	429	15.219
2017-11-08T22:18:17.194	2.678	-94.937	15.119	32457.641	1.209	0.486	-0.266	430	22.898
2017-11-09T00:02:12.300	1.284	-97.791	18.855	29219.680	0.079	0.313	0.010	431	7.000
2017-11-09T00:49:44.159	2.476	-94.882	15.347	0.000	1.888	0.507	0.853	432	20.979
2017-11-09T04:21:27.847	1.595	-94.927	16.247	47.127	1.752	0.423	0.728	433	10.000
2017-11-09T05:05:25.240	3.785	-95.447	16.529	49690.075	1.394	0.507	0.165	434	31.000
2017-11-09T05:07:36.541	2.396	-95.256	16.253	0.000	0.985	0.364	-0.064	435	17.000
2017-11-09T05:46:33.438	2.761	-95.220	16.461	0.000	2.318	0.650	0.795	436	35.211
2017-11-09T05:47:37.730	2.599	-95.301	16.006	33530.899	0.822	0.445	0.357	437	13.040
2017-11-09T06:10:02.224	1.121	-95.070	16.031	0.000	0.719	0.187	-0.168	438	7.993
2017-11-09T06:18:51.186	2.084	-94.971	15.428	0.000	1.832	0.371	0.500	439	15.000
2017-11-09T06:25:34.170	1.347	-95.121	16.515	2.169	0.557	0.349	0.075	440	9.897
2017-11-09T06:47:46.501	2.119	-95.062	15.904	0.000	1.523	0.445	0.200	441	12.767
2017-11-09T07:16:45.417	1.538	-95.365	16.292	0.000	0.994	0.357	0.191	442	18.016
2017-11-09T07:28:13.729	1.394	-95.155	16.493	0.000	0.727	0.283	-0.025	443	9.999
2017-11-09T07:41:51.731	2.062	-95.303	16.276	0.000	0.962	0.438	0.325	444	20.000
2017-11-09T07:42:57.752	2.371	-94.434	15.003	0.000	1.951	0.357	0.614	445	24.184
2017-11-09T07:46:53.824	1.109	-95.177	16.183	3503.150	0.505	0.317	-0.029	446	7.426
2017-11-09T07:48:30.860	1.297	-95.485	16.582	0.000	0.484	0.315	0.027	447	9.981
2017-11-09T07:55:36.292	1.384	-95.019	16.541	2.352	0.347	0.492	0.670	448	10.000
2017-11-09T08:39:43.117	1.285	-95.263	16.508	4.925	0.523	0.372	-0.091	449	9.000
2017-11-09T08:42:34.952	1.805	-95.325	16.233	59230.445	1.540	0.445	-0.003	450	17.000
2017-11-09T08:46:20.929	1.364	-95.231	15.950	74.766	0.495	0.272	0.851	451	9.000
2017-11-09T09:01:43.859	1.583	-93.168	15.925	55872.139	2.318	0.275	0.274	452	12.188
2017-11-09T09:27:41.791	1.661	-94.613	15.503	14.827	1.485	0.321	0.177	453	11.999
2017-11-09T09:41:28.582	1.782	-95.186	16.532	0.000	1.027	0.400	0.079	454	15.944
2017-11-09T09:48:48.319	1.544	-94.897	16.644	0.000	0.458	0.507	-0.065	455	9.718
2017-11-09T10:50:06.870	1.125	-94.652	16.580	78.004	0.883	0.292	-0.055	456	9.953
2017-11-09T11:36:40.208	1.637	-95.635	16.515	10.976	1.051	0.287	-0.151	457	17.000
2017-11-09T21:30:32.490	3.317	-94.740	15.345	0.000	1.955	0.569	0.774	458	24.928
2017-11-09T21:57:01.022	2.339	-95.175	16.577	0.000	1.291	0.429	0.042	459	23.000
2017-11-10T02:55:18.667	2.967	-95.100	15.747	0.000	2.004	0.631	0.869	460	28.923
2017-11-10T02:57:49.875	2.908	-95.228	16.542	0.000	1.250	0.487	0.569	461	31.000
2017-11-10T03:02:10.569	2.838	-95.205	16.537	42431.972	1.593	0.519	0.189	462	25.955
2017-11-10T03:56:41.255	1.804	-95.498	16.623	0.000	0.646	0.390	-0.914	463	13.983
2017-11-10T05:09:26.825	1.525	-95.101	15.772	42312.572	1.219	0.268	0.163	464	8.000
2017-11-10T05:21:42.514	1.843	-94.296	15.339	0.000	1.821	0.312	0.232	465	9.000
2017-11-10T05:27:46.825	1.679	-94.968	15.720	5.972	1.025	0.181	0.064	466	7.799
2017-11-10T05:50:59.330	1.511	-95.140	16.480	0.000	0.857	0.357	-0.143	467	11.671
2017-11-10T05:51:31.988	2.087	-96.113	15.871	105455.977	1.293	0.411	-0.487	468	24.329
2017-11-10T06:29:28.626	2.081	-94.182	15.183	0.000	1.388	0.325	0.051	469	11.652
2017-11-10T06:50:15.346	2.405	-95.195	16.986	2636.927	1.798	0.399	-0.792	470	14.678
2017-11-10T07:13:08.110	2.241	-95.160	16.513	0.000	1.207	0.410	0.963	471	25.165
2017-11-10T07:27:02.100	2.029	-95.229	16.051	0.000	1.510	0.423	0.410	472	17.000
2017-11-10T07:49:36.390	1.977	-94.637	15.877	0.000	1.749	0.296	0.836	473	14.586
2017-11-10T08:12:55.523	2.133	-94.305	15.273	462.426	1.214	0.359	0.073	474	18.000
2017-11-10T08:14:31.390	1.127	-95.122	16.493	19.991	0.127	0.323	-0.011	475	8.000
2017-11-10T09:08:36.522	2.102	-95.192	16.029	22253.712	0.859	0.301	0.474	476	14.796
2017-11-10T09:55:53.169	2.982	-93.801	15.001	0.000	1.596	0.397	-0.271	477	12.698
2017-11-10T10:01:27.831	1.369	-95.189	16.477	0.000	0.853	0.438	0.059	478	17.911
2017-11-10T10:06:13.192	2.141	-94.574	15.314	0.000	2.053	0.335	0.042	479	12.957
2017-11-10T10:08:09.684	2.742	-93.088	14.645	0.000	2.000	0.420	0.605	480	20.926
2017-11-10T10:17:02.543	2.048	-94.810	15.546	0.000	1.762	0.321	0.212	481	16.000
2017-11-10T10:24:56.052	2.148	-94.537	15.370	0.000	1.446	0.295	0.136	482	17.998
2017-11-10T10:50:34.851	1.656	-95.260	16.049	202.954	1.353	0.340	-0.114	483	8.995
2017-11-10T11:13:58.748	1.760	-95.296	15.999	21930.438	0.722	0.239	0.002	484	8.964
2017-11-10T11:29:23.753	2.108	-95.192	16.522	0.000	1.095	0.280	0.070	485	18.884
2017-11-10T12:47:08.956	2.654	-94.694	15.439	0.000	2.107	0.362	0.370	486	19.000
2017-11-10T14:21:03.057	2.268	-95.194	16.507	0.000	1.193	0.430	0.105	487	13.950
2017-11-10T16:49:24.749	2.279	-95.313	16.482	63.163	0.924	0.348	-0.150	488	19.121
2017-11-10T19:00:23.792	2.854	-94.993	15.662	83606.670	1.883	0.556	0.153	489	20.003
2017-11-10T20:55:06.113	2.467	-95.118	16.545	0.000	1.046	0.386	0.106	490	12.985
2017-11-10T20:57:39.672	2.170	-94.606	15.606	64.260	1.349	0.415	-0.344	491	12.827
2017-11-10T21:51:23.744	2.459	-94.548	15.490	0.000	1.181	0.507	0.103	492	12.999
2017-11-10T22:28:19.345	2.941	-95.031	16.324	0.000	1.831	0.492	0.371	493	27.341
2017-11-10T23:32:20.394	2.149	-94.786	15.513	614.450	1.220	0.342	0.783	494	9.162
2017-11-10T23:41:12.604	2.108	-94.267	15.709	0.000	1.916	0.268	-0.556	495	13.383
2017-11-11T00:57:18.280	1.988	-94.835	15.682	0.000	1.388	0.473	0.261	496	5.701
2017-11-11T01:01:03.775	3.829	-94.035	15.053	0.000	1.602	0.545	-0.742	497	16.477
2017-11-11T01:01:17.287	2.205	-94.951	16.014	116365.045	1.403	0.219	0.013	498	8.491
2017-11-11T01:24:16.794	2.221	-95.667	17.073	59278.844	1.380	0.517	0.068	499	11.719
2017-11-11T01:33:07.741	2.396	-94.816	15.603	53.971	1.387	0.545	0.376	500	9.871
2017-11-11T01:50:57.522	2.325	-94.633	15.211	0.000	1.849	0.505	-0.266	501	9.587
2017-11-11T02:04:14.293	2.488	-94.346	15.167	0.000	1.337	0.408	0.303	502	13.196
2017-11-11T02:33:19.125	3.061	-96.927	16.064	37582.221	1.466	0.527	0.159	503	20.861
2017-11-11T02:45:34.590	2.008	-95.256	16.468	0.000	0.748	0.449	-0.449	504	12.000
2017-11-11T02:48:48.589	1.829	-95.762	16.623	7.950	0.499	0.421	-0.035	505	15.000
2017-11-11T03:55:29.184	2.360	-95.227	16.522	0.000	1.023	0.448	0.067	506	20.944
2017-11-11T04:03:13.847	2.158	-95.085	15.961	80497.614	1.454	0.414	0.601	507	13.000
2017-11-11T04:11:04.262	1.544	-95.158	16.531	0.000	0.621	0.364	-0.104	508	9.905
2017-11-11T04:25:25.272	1.782	-94.941	16.692	0.000	0.565	0.438	-0.077	509	10.809
2017-11-11T05:01:55.176	1.870	-94.668	15.697	0.000	1.653	0.283	0.194	510	8.956
2017-11-11T05:12:24.799	2.415	-94.671	15.481	0.000	1.793	0.395	0.346	511	21.518
2017-11-11T05:40:21.181	1.616	-95.148	16.064	27.493	1.113	0.176	-0.113	512	9.882
2017-11-11T06:38:35.909	2.396	-95.160	16.501	0.000	1.409	0.428	-0.034	513	28.465
2017-11-11T06:47:18.085	2.700	-93.917	14.999	0.000	1.771	0.505	-0.488	514	19.366
2017-11-11T08:57:52.513	1.991	-94.552	15.458	0.000	1.354	0.274	0.132	515	12.973
2017-11-11T09:01:03.972	1.156	-95.234	16.270	0.000	0.256	0.229	-0.010	516	6.997
2017-11-11T09:17:02.242	1.482	-95.230	16.012	18652.230	1.187	0.301	0.416	517	8.880
2017-11-11T09:38:36.515	1.696	-94.325	15.241	44.592	0.925	0.370	-0.099	518	6.000
2017-11-11T10:36:47.732	1.906	-95.194	16.017	22181.216	0.549	0.353	0.059	519	8.959
2017-11-11T14:10:44.713	2.577	-94.651	15.392	0.000	1.483	0.471	-0.119	520	13.185
2017-11-11T16:38:12.875	2.603	-94.604	15.497	0.000	1.206	0.468	0.106	521	14.142
2017-11-11T16:42:37.715	2.175	-94.817	14.727	0.000	1.669	0.138	0.565	522	12.994
2017-11-11T19:18:50.440	2.747	-94.823	16.669	0.000	1.459	0.531	0.331	523	16.739
2017-11-11T20:14:37.864	2.829	-94.185	15.217	0.000	1.741	0.514	0.414	524	14.998
2017-11-11T20:45:30.429	2.489	-95.271	16.003	192.525	1.396	0.439	0.370	525	20.983
2017-11-11T20:56:17.070	2.176	-94.722	15.322	0.000	1.925	0.318	0.593	526	16.000
2017-11-11T21:10:51.133	2.160	-95.372	16.130	9298.034	1.546	0.480	0.364	527	14.785
2017-11-12T02:09:52.476	2.084	-95.297	16.033	24000.101	0.689	0.297	0.014	528	12.963
2017-11-12T02:34:01.444	1.963	-95.280	16.483	0.000	0.986	0.386	-0.114	529	15.788
2017-11-12T02:40:19.335	2.519	-94.997	15.552	0.000	2.185	0.428	-0.315	530	23.000
2017-11-12T02:59:18.410	2.179	-94.553	15.597	0.000	2.209	0.373	-0.144	531	27.003
2017-11-12T03:12:42.971	2.986	-94.561	15.195	0.000	2.117	0.448	0.631	532	21.818
2017-11-12T04:16:30.145	1.790	-94.851	16.639	0.000	0.431	0.432	-0.371	533	10.941
2017-11-12T04:31:52.560	2.885	-94.665	15.259	0.000	1.937	0.465	0.587	534	30.895
2017-11-12T05:26:59.912	1.995	-94.640	15.322	0.000	1.588	0.305	0.062	535	12.242
2017-11-12T06:26:12.772	2.404	-94.664	15.200	0.000	2.207	0.340	0.700	536	24.375
2017-11-12T06:39:36.072	1.860	-95.107	16.501	0.000	1.031	0.346	-0.554	537	17.985
2017-11-12T06:40:24.588	1.807	-95.249	15.994	253.095	0.611	0.402	-0.014	538	12.000
2017-11-12T07:40:14.763	2.160	-95.219	16.549	0.000	1.416	0.418	-0.215	539	26.806
2017-11-12T08:34:07.940	1.407	-95.259	15.997	22174.251	0.924	0.237	0.968	540	12.772
2017-11-12T09:03:15.274	2.433	-94.464	15.365	0.000	1.474	0.400	0.014	541	15.904
2017-11-12T09:16:12.647	2.322	-95.024	16.872	0.000	1.573	0.325	-0.240	542	12.089
2017-11-12T09:25:17.798	1.260	-95.233	16.117	42.137	0.418	0.222	0.002	543	9.000
2017-11-12T09:51:43.724	1.483	-95.258	15.980	0.000	0.289	0.245	-0.028	544	8.989
2017-11-12T10:00:26.353	3.123	-94.767	15.497	67631.735	2.043	0.444	0.238	545	30.918
